method,declared_path,router_symbol,backend_module,command_center_mapping,authorization_evidence,test_evidence
GET,/platform/roles/{role_id}/permissions,router,modules/platform/permissions/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/platform/roles/{role_id}/permissions/{permission_id}/toggle,router,modules/platform/permissions/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/platform/roles/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/export,router,modules/platform/roles/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,router,modules/platform/roles/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{id},router,modules/platform/roles/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/{id},router,modules/platform/roles/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/{id},router,modules/platform/roles/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/bulk-delete,router,modules/platform/roles/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,assignments_router,modules/platform/roles/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,assignments_router,modules/platform/roles/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/{id},assignments_router,modules/platform/roles/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/bulk-delete,assignments_router,modules/platform/roles/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/dashboard,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/organizations,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/organizations/{org_id},router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/organizations/{org_id}/features,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PUT,/organizations/{org_id}/features/overrides,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/organizations/{org_id}/features/overrides/{feature_id},router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/organizations/{org_id}/addons,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/organizations/{org_id}/usage,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/organizations/{org_id}/timeline,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/subscription-plans,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/plans,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/features/matrix,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/addons,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/subscription-plans,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/subscription-plans/{plan_id},router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/features,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/features,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/features/{feature_id},router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/feature-categories/reorder,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/feature-orders/reorder,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/features/{feature_id},router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/subscription-plans/{plan_id}/features,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PUT,/subscription-plans/{plan_id}/features,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/subscriptions,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/invoices,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/revenue-metrics,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/global-users,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/users,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/users/{user_id}/sessions,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/users/{user_id}/2fa,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/audit,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/security/events,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/impersonation-logs,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/organizations/{org_id}/status,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/organizations/{org_id},router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/applications,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/impersonate/{user_id},router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/impersonation-logs,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/impersonation/{session_id}/end,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/audit,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/audit/export,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/health,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/operations/queues,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/operations/database,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/operations/jobs,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/organizations/{org_id}/feature-overrides,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PUT,/organizations/{org_id}/feature-overrides,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/subscriptions/health-summary,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/organizations/{org_id}/subscription/plan,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/organizations/{org_id}/subscription,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/organizations/{org_id}/trial/extend,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/organizations/{org_id}/apply-credit,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/organizations/{org_id}/limits,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PUT,/organizations/{org_id}/limits,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/organizations/{org_id}/domains,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/organizations/{org_id}/domains,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/organizations/{org_id}/domains/{domain_id},router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/organizations/{org_id}/domains/{domain_id}/verify,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/organizations/{org_id}/events,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/payment-events,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/users/{user_id}/status,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/plans/{plan_id},router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PUT,/plans/{plan_id}/features,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/addons,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/addons/{addon_id},router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/addons/{addon_id},router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/subscriptions/bulk-extend,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/subscriptions/bulk-change-plan,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/subscriptions/{subscription_id}/cancel,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/subscriptions/{subscription_id}/reactivate,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/invoices/{invoice_id}/items,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/invoices/{invoice_id}/mark-paid,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/invoices/{invoice_id}/send-reminder,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/invoices/{invoice_id}/void,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/revenue/analytics,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/financial/gateways,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/financial/tax-config,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/financial/transactions,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/financial/audit-trail,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/security/events,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/impersonation-logs,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/ai/dashboard,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/ai/prompts,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/ai/models,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/health,router,modules/platform/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,router,modules/platform/support_router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/platform/support_router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{ticket_id}/comments,router,modules/platform/support_router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{ticket_id}/comments,router,modules/platform/support_router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/platform/teams/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/export,router,modules/platform/teams/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,router,modules/platform/teams/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{id},router,modules/platform/teams/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/{id},router,modules/platform/teams/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/{id},router,modules/platform/teams/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/bulk-delete,router,modules/platform/teams/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{id}/members,router,modules/platform/teams/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{id}/members,router,modules/platform/teams/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/{id}/members/{user_id},router,modules/platform/teams/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/operations/infrastructure/health,router,modules/platform_health/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/operations/infrastructure/resource-usage,router,modules/platform_health/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/operations/database/stats,router,modules/platform_health/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/operations/database/slow-queries,router,modules/platform_health/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,router,modules/platform_notifications/templates/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/platform_notifications/templates/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{template_id},router,modules/platform_notifications/templates/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PUT,/{template_id},router,modules/platform_notifications/templates/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/{template_id},router,modules/platform_notifications/templates/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,router,modules/presentations/routers/bundles.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{bundle_id},router,modules/presentations/routers/bundles.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/presentations/routers/bundles.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/upload-url,router,modules/presentations/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/confirm-upload,router,modules/presentations/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/presentations/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{file_id},router,modules/presentations/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{file_id}/approve,router,modules/presentations/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{file_id}/reject,router,modules/presentations/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{file_id}/lock,router,modules/presentations/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{file_id}/download,router,modules/presentations/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/categories,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/batch-status,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{poster_id},router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/{poster_id},router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/{poster_id},router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{poster_id}/upload-url,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{poster_id}/download,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{poster_id}/review,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{poster_id}/mark-under-review,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{poster_id}/withdraw,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{poster_id}/schedule,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/{poster_id}/schedule,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/screens/{screen_id},router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/batch-approve,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/batch-schedule,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/batch-status,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/batch-delete,router,modules/presentations/routers/posters.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/sessions/{session_id},router,modules/presentations/routers/queue.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/rooms/{room_id},router,modules/presentations/routers/queue.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/sessions/{session_id}/entries,router,modules/presentations/routers/queue.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/entries/{entry_id}/status,router,modules/presentations/routers/queue.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/sessions/{session_id}/reorder,router,modules/presentations/routers/queue.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/sessions/{session_id}/override,router,modules/presentations/routers/queue.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/entries/{entry_id},router,modules/presentations/routers/queue.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PUT,/local-upload,router,modules/presentations/routers/storage.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{bucket}/{path:path},router,modules/presentations/routers/storage.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/calculate,router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/simulate,router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/simulations,router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/simulations/{simulation_id},router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/forecast,router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/catalog/pricing-rules,router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/catalog/pricing-rules/{rule_id},router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/superadmin/catalog/pricing-rules,router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/superadmin/catalog/pricing-rules/{rule_id},router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/superadmin/catalog/pricing-simulator/run,router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/catalog/templates/{slug},router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/catalog/templates,router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/superadmin/catalog/templates,router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PUT,/superadmin/catalog/templates/{slug},router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/superadmin/catalog/templates/{slug}/duplicate,router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/superadmin/catalog/templates/{slug}/default,router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/superadmin/catalog/templates/{slug},router,modules/pricing/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,router,modules/procurement/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/procurement/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/assign,router,modules/procurement/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/compare/{service_id},router,modules/procurement/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/rbac/routers/events.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,router,modules/rbac/routers/events.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
